date,Time precision,country,Country ISO,Latitude,Longitude,Geo precision,Admin 1,Location where sexual violence was committed,Event Description,Reported Perpetrator,Perpetrator Group Name,Single and group perpetrators ,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of reported victims,Reported deaths following the sexual violence,SiND Event ID
#date +occurred,,#country,#country_ISO,#geo +lac,#geo +lon,,#adm1,#loc,,#group +perp,#group +perp +name,,#weapons,,#sex,,,,,,,
27/11/2020,Exact Date,South Sudan,SSD,4.835797739,31.57196045,(2)25 km precision ,Central Equatoria,Victims home ,"November 2020: In Central Equatoria state, a 15-year-old girl was molested by three armed men when they broke into her compound. The girl was taken to Juba Teaching Hospital for medical assistance",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,27929
02/12/2020,Exact Date,DRC,COD,-6.478811443,16.81586283,(1)Exact location,Kwango,Victims home ," December 2020: In  Kwango province, a police lieutenant was sentenced to 10 years in prison for raping a minor.",Police,DRC National Police,Single perpetrator,No information on weapons,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,27937
09/12/2020,Exact Date,DRC,COD,-4.312176962,28.94348428,(2)25 km precision ,South Kivu,No information ,"December 2020: In South Kivu, two women were raped by an armed group during an attack on the village. The perpetrators also looted goods from some homes.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,27946
28/11/2020,Exact Date,South Sudan,SSD,4.466841376,32.53125364,"(4)Province, State, Governorate ",Eastern Equatoria,Victims home ,"November 2020: In Eastern Equatoria state, a 17-year-old girl was raped by a senior state government official at his residence. The government official and a 30-year-old woman accused of aiding the rape were arrested and charged. The man was sentenced to seven years in prison and to pay seven herds of cattle and four goats to the girlâ€™s family. The woman was sentenced to three years and a fine of 120,000 SSP.",Police,Government of South Sudan,Single perpetrator,No information on weapons,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,27949
19/12/2020,Exact Date,South Sudan,SSD,4.831245385,31.58585992,(2)25 km precision ,Central Equatoria,No information ,"December 2020: In Juba state, four girls were raped by armed men wearing an army uniform. Residents of the area have called for increased security in the area due to the high number of rape incidents that have occurred",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Mass SV assault,4,,27951
20/12/2020,Exact Date,South Sudan,SSD,4.313006932,31.04840442,"(3)District, Communicipality or Commune ",Central Equatoria,Victims home ,"December 2020: In Central Equatoria state, a 20-year-old woman was raped by soldiers who entered her house in the middle of the night. The woman has called for justice and is fearful for her safety.",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,,27953
21/12/2020,Exact Date,South Sudan,SSD,4.266570218,30.9979248,(2)25 km precision ,Central Equatoria,No information ,"December 2020: In Central Equatoria state, at least two women, one of whom was elderly, were raped by SSPDF soldiers. The soldiers were accused of engaging in a number of abuses, including beating and stealing from civilians. Three soldiers have been arrested.",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Mass SV assault,2,,27955
28/12/2020,Exact Date,South Sudan,SSD,4.795251209,31.62081616,(2)25 km precision ,Central Equatoria,Victims home ,"December 2020: In Juba state, a 25-year-old woman and 23-year-old woman were attacked by unidentified armed men who entered their room at night. The women were threatened, physically assaulted and forced to undress. The perpetrators also attempted to rape the women.",NSA,Unidentified armed actor,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",AttemptedSexualAssault,CRSV,Mass SV assault,2,,27956
30/12/2020,Exact Date,Sudan,SDN,13.75272466,35.68359375,(1)Exact location,Gedarif State,No information ,"December 2020: In Gedaref state, an 8-year-old girl was raped by armed men who killed her younger brother. One person has been arrested.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,27957
15/11/2020,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,14.28084116,36.60919189,(2)25 km precision ,Tigray,"Street, road or field ","November 2020: In Tigray, a Tigrayan woman was raped at gunpoint by an ENDF soldier as she fled conflict near the Sudanese border.",State military,Ethiopian National Defense Forces,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,27996
18/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.68803987,39.08467947,(6)Contry,Tigray,No information ,"March 2021: In Tigray region, six women were raped by 30 Eritrean soldiers (5 soldiers for each woman). The soldiers joked and took photos of the women whilst sexually assaulting them. One of the woman managed to escape and get help. ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,27997
18/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.91952646,38.84632109,"(4)Province, State, Governorate ",Tigray,In captivity,"March 2021: In Tigray region, a woman who was previously gang-raped by soldiers was caught again by Eritrean soldiers outside her home and held captive in a forest with 30 other women and her 12 year-old son. Their clothes were removed and they were tied to a rock and tree, injected with drugs, and raped for 10 days whilst the soldiers partied. The soldiers shot and killed the woman's 12-year-old son in front of her.  ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,27998
18/03/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,13.67768881,39.06738281,"(4)Province, State, Governorate ",Tigray,"Street, road or field ","March 2021: In Tigray region, two Tigrayan women were attacked by two soldiers whilst on their way home. One of the women was shot and killed whilst the other was slapped and raped.",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,27999
09/03/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,13.49500615,39.47363309,(2)25 km precision ,Tigray,In captivity,"March 2021: In Tigray region, a 19-year-old girl was stopped by soldiers on her way home. One soldier kidnapped her and held her in captivity for four days where he repeatedly raped her. When the girl tried to escape she was shot in the abdomen and then dumped in the road by another soldier.",State military,Ethiopian National Defense Forces,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,28000
04/03/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,13.5106377,39.46960066,(1)Exact location,Tigray,Hospital or clinic  ,March 2021: A medical student was raped by government soldiers inside a hospital. ,State military,Ethiopian National Defense Forces,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,28001
10/03/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,13.50981078,39.46959304,(1)Exact location,Tigray,Hospital or clinic  ,March 2021: 10 medical students have reported being raped by government soldiers inside a hospital. These survivors came forward after a medical student reported being raped a couple of days earlier.  ,State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,10,,28002
10/03/2021,Month- The event occurred within this month,Ethiopia,ETH,14.28340107,39.46392059,(1)Exact location,Tigray,In captivity,"March 2021: In Tigray region a woman was held captive for over 10 days and repeatedly raped by 23 Eritrean soldiers who also stuffed stones, nails and used condoms inside her. ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28003
04/12/2020,Exact Date,Ethiopia,ETH,13.75648222,38.87948581,"(3)District, Communicipality or Commune ",Tigray,No information ,"December 2020: In Tigray region, an 18-year-old girl was shot in the arm by an Eritrean soldier who attempted to rape her. Her arm was amputated",State military,Eritrean Defence Forces,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",AttemptedSexualAssault,CRSV,Single rape/sv assault ,1,,28004
01/03/2021,Month- The event occurred within this month,Ethiopia,ETH,14.07482143,36.57897949,(2)25 km precision ,Tigray,"Street, road or field ","March 2021: In Tigray region, an unspecified number of displaced women were stopped on the road by more than 10 Eritrean soldiers who took turns raping them.",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,3,,28005
02/03/2021,Exact Date,Ethiopia,ETH,13.50955277,39.46925734,(1)Exact location,Tigray,Hospital or clinic  ,March 2021: Two female medical doctors at a hospital were raped by Ethiopian Soldiers.,State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28006
07/03/2021,Exact Date,Ethiopia,ETH,13.78678999,39.60264585,(1)Exact location,Tigray,Victims home ,"March 2021: In Tigray region, a woman was raped and killed by Eritrean soldiers in front of her three sons. They were not allowed to bury her and her body, with her hands tied together, was left for three days.",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,1,28007
08/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.78662327,39.60290334,(1)Exact location,Tigray,Victims home ,"March 2021: In Tigray region, an unspecified number of nuns were raped by Eritrean soldiers inside a monastery",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,3,,28008
08/03/2021,Exact Date,Ethiopia,ETH,13.50112359,39.47507858,(1)Exact location,Tigray,No information ,"March 2021: In Tigray region, six young girls were raped by ENDF soldiers and threatened against reporting the attack to anyone or to seek any medical care. One of the girls attempted to get treatment however she fled without receiving treatment after hearing that soldiers were looking for at her place of work.",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,6,,28009
08/03/2021,Month- The event occurred within this month,Ethiopia,ETH,14.28741639,36.60816193,(1)Exact location,Tigray,Victims home ,"March 2021: InTigray region, a 13-year-old girl was raped by Amhara militia while in her house after being separated from her parents. When she was discovered by her family and taken to hospital they were all shot and killed on the way to the hospital. ",NSA,Amhara Special Forces (Ethiopia),Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,1,28010
09/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.49889913,39.46813993,(2)25 km precision ,Tigray,In captivity,"March 2021: In Tigray region, a 40-year-old woman was kidnapped and held in a military camp for two weeks where she was repeatedly raped by as many as 10 Ethiopian soldiers.",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28011
09/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.50399598,39.47888239,(2)25 km precision ,Tigray,Victims home ,"March 2021: In Tigray region, a 40-year-old woman who was held in captivity for two weeks by Ethiopian soldiers, was raped by another Ethiopian soldier inside her home two days after she was released. She was raped in front of her children.",State military,Ethiopian National Defense Forces,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,28012
09/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.76848692,39.59472656,(2)25 km precision ,Tigray,In captivity,"March 2021: In Tigray region, a woman was kidnapped whilst travelling on a bus and held in a military camp where she was repeatedly raped by Ethiopian and Eritrean soldiers. ",State military,"Eritrean Defence Forces, Ethiopian National Defense Forces",Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28013
09/03/2021,Month- The event occurred within this month,Ethiopia,ETH,14.28242577,39.46068189,(1)Exact location,Tigray,No information ,"March 2021: In Tigray region, a 40-year-old woman was raped by Eritrean soldiers who told her that they were ordered to ""come after the women"".",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28014
09/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.78672952,39.6025524,(1)Exact location,Tigray,Victims home ,"March 2021: In Tigray region, a woman was raped by Eritrean and Ethiopian soldiers who broke into her house. She was raped in front of her 6-month baby.",State military,"Eritrean Defence Forces, Ethiopian National Defense Forces",Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28015
21/04/2021,Month- The event occurred within this month,Ethiopia,ETH,14.27309943,36.57598905,(2)25 km precision ,Tigray,"Street, road or field ","April 2021: In Tigray region, a 34-year-old Tigrayan woman was separated from her three children and brother, and then raped by four Amhara militiamen. ",NSA,Amhara Special Forces (Ethiopia),Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28016
01/04/2021,Month- The event occurred within this month,Ethiopia,ETH,14.18825648,39.56220435,(1)Exact location,Tigray,No information ,April 2021: A 21-year-old girl was raped and abandoned in the town by Eritrean soldiers. An ambulance could not be sent immediately due to security issues. It is unclear whether the girl survived. It was reported that the soldiers had burned her external and internal genital parts using a match and hot metal rod.,State military,Eritrean Defence Forces,Group perpetrator,Arson,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28017
21/04/2021,Month- The event occurred within this month,Ethiopia,ETH,14.28750718,36.6089344,(1)Exact location,Tigray,Victims home ,"April 2021: In Tigray region, a 24-year-old and 28-year-old woman were raped and beaten by five Amhara militiamen after they broke into their home at night. The family was then ordered to leave the place, looted everything they owned and threatened the mother to write them a money check",NSA,Amhara Special Forces (Ethiopia),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,28018
01/01/2021,Month- The event occurred within this month,Ethiopia,ETH,13.84679457,39.28808483,"(4)Province, State, Governorate ",Tigray,In captivity,"May 2021: In Tigray region, a 40-year-old woman was kidnapped and repeatedly raped by 15 Eritrean soldiers. The woman reported seeing ten more girls and women, including a 70-year-old woman at the military camp.  ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,11,,28024
28/05/2021,Month- The event occurred within this month,Ethiopia,ETH,13.78678236,39.6017723,(1)Exact location,Tigray,No information ,"May 2021: In Wukro town, Misraqawi zone, Tigray region a woman was raped by Eritrean soldier(s)",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28027
21/03/2021,Exact Date,Ethiopia,ETH,14.02420117,38.63341784,"(4)Province, State, Governorate ",Tigray,Victims home ,"March 2021: In Tigray, a 45-year-old woman was raped by six soldiers who forced open the door of her home.",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28029
21/03/2021,Month- The event occurred within this month,Ethiopia,ETH,13.99997414,38.55328781,"(4)Province, State, Governorate ",Tigray,No information ,March 2021: In Tigray a 25-year-old girl was raped by four soldiers,State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28030
